,Unnamed: 0,Tour_Name,Tour_Type,Number_of_Reviewer,Duration,Price,Highlight,Location,Rating
3289,3289,Phnom Penh Killing Fields Private Guided Half Day Tour,Half-day-Tours,, 4 hours (approx.),$92.00 ,"Private transportation, Private Guide, Offering for Cleansing Ceremony, Coffee and/or Tea, Entrance Fee’s, Bottled water","Phnom Penh, Cambodia",
1028,1028,"1089.  Minibus - 2 D, 1 N Siem Reap / Koh Ker / Loas Border Adventure",Adventure Tours,1.0,2 days,134.88,"Dinner, 14 seat airconditioned minibus with English speaking experienced driver, Ice box and iced water for the duration, Full use of Koh Ker Jungle Lodge, Koh Ker Village , Kulen District, Preah Vihear Province, Dinner in Koh Ker Jungle Lodge","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",5
2690,2690,Cambodia Fire Range Outdoor Experience,Extreme Sports,40.0, 6 hours 59 minutes (approx.),$676.93 ,"Air-conditioned vehicle, Pick Up and Drop down Service at your desirable place or hotel in Phnom Penh, Video service and also plus edited, Cold beers","Phnom Penh, Cambodia",star-5
1485,1485,1546. Phnom Penh And Outskirt Private Discovery Tours-two Days,Bus Tours,,2 days,245,"Private Licencing Tour Guide, Private Comfortable/AC Transportation, Cold Bottle Of Water During Your Trip, Hotel Pick-Up and Drop-Off, All Entrance Fee Are Mentioned, Entry/Admission - Royal Palace, Entry/Admission - Wat Phnom, Entry/Admission - Tuol Sleng Genocide Museum, Entry/Admission - Choeung Ek Genocidal Center, Entry/Admission - Central Market, Entry/Admission - Phnom Penh, Entry/Admission - Phnom Penh, Entry/Admission - Phnom Penh, Entry/Admission - Tonle Bati","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets",
2660,2660,The Mekong Silk Island Guided Cruise,Day-Cruises,1.0, 3 to 4 hours (approx.),$25.00 ,Private transportation,"Penh, Cambodia",star-5
960,960,1021. Our great empires architecture for 5 Days - 4 Nights Tour,Bus Tours,1.0,3+ days,319.24,"English Local Tour Guide (Licensed Tour Guide), Private tour guide escort for the whole trip, High quality cool water, fresh towel and soft drinks, VIP transportation of Lexes RX 300 (Petrol using), Hotel pick up and drop off, Private Tour, Mountain Trekking Tour, Tour escort/host, 5 Days Tour activities as mention in the programs, Private local boat tour in the Great Lake, Koh Ker Temple and Beng Mealea Temple visit","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",5
1570,1570,1631. Angkor Temples Beng Mealea & Floating Village 2 Day Private Tour,Bus Tours,,2 days,125,"A local tour guide ., Private Tuk Tuk, Drinking water, Cold hand towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
2773,2773,Private Taxi Transfer Siem Reap - Mondulkiri City Transfer,Private-Drivers,, 8 hours (approx.),$155.00 ,"Private driver, Gasoline - Toll - Parking - Tax, Passenger insurance included","Sen Monorom, Cambodia",
1895,1895,1956. Workshop To Create Your own Khmer Puppet !,Theater Shows,,2 hours,20,"Workshop, Entry/Admission - Bambu Stage Siem Reap","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
2731,2731,Koh Ker & Beng Mealea Full-Day Join-in Tour,Day-Trips,286.0, 9 to 10 hours (approx.),$50.00 ,"Cold towels & Bottled water, Professional English-speaking guide, Hotel pickup (7:40am to 8:10am) & Drop off (6pm), Transport by luxury air-conditioned minivan","Svay Dangkum, Cambodia",star-5
2146,2146,2207. Village Cooking Class With Experienced Chef,Cooking Classes,,3 hours,33.85,"Hotel pickup and drop off by tuktuk, Experienced local host/guide, Ingredients for your dishes, 3 course meal that you have prepared, Lunch, Extra on a visits village and farm with local guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
804,804,865. 2-Day Tour to Angkor Wat with Small Circuit & Kulen Waterfall Mount,Adventure Tours,2.0,2 days,171.75,"Private A/C Vehicle with driver, English Speaking Guide with licensed, Parking fees & Road tolls, Cool drinking waters & wet towels, Start pick up at your hotel and finish drop you at hotel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",5
1751,1751,1812. Siem Reap Tour With Honeymoon 4 Nights,Luxury Car Tours,,3+ days,499,"English Speaking Tour Guide, Travel with AC transportation or Happy Tour with Tuk Tuk, Mineral water",,
2454,2454,"2515. Siem Reap to Banteay Meanchey Province visit Banteay Chhmar Temple, Silk Farm",Walking Tours,1.0,6–8 minutes,170.52,"Licensed English Local Tour Guide, Outside touristic zone of Banteay Chhmar Temple, VIP transportation of Luxes RX 300 (Petrol using), High quality cool water, fresh towel and soft drinks, Hotel pick up and drop off, Private Tour, Walking Tour, Tour escort/host, Private tour to untouristed temple in Banteay Mancheay Province","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",5
502,502,563. Angkor Wat Sunrise and Tonle Sap Lake 1.5 Days,Bus Tours,25.0,2 days,28,"Licensed & experienced English speaking tour guide, Transport by air-conditioned vehicle, Visit Tonle Sap Lake - Kampong Pluk fishing village, Tonle Sap entrance fee & boat cruise, Hotel pickup and drop-off, Mineral water, Entry/Admission - Kampong Phluk Floating Village","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",5
3119,3119,2.5hrs Siem Reap Local Night Market Private Tour,Bus-and-Minivan-Tours,, 2 hours 30 minutes (approx.),$13.39 ,"Tour Guide, Sharing Transportation","Siem Reap, Cambodia",
3104,3104,Kompong Phluk Two Village Tour and Longtail Cruise from Siem Riep,Day-Trips,2.0, 6 hours 30 minutes (approx.),$115.00 ,"All taxes, fees and handling charges, Bottled water, Lunch, Professional guide, Hotel pickup and drop-off, Transport by air-conditioned minivan, Alcoholic Beverages, Restroom on board","Siem Reap, Cambodia",star-4
2977,2977,Siem Reap Authentic Breakfast and Market Tour,Half-day-Tours,5.0, 3 hours (approx.),$55.00 ,"Bottled water, Private transportation, Breakfast","Siem Reap, Cambodia",star-5
779,779,840. East Corner of Siem Reap: Temples & Countryside,Adventure Tours,2.0,6+ hours,40,"English speaking tour guide, Quality mountain bike (Giant/Trek), Helmet, Lunch, Fresh coconut juice, Pure drinking water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",5
1863,1863,1924. Grand Circuit & Banteay Srei Jeep Tour,Adventure Tours,,6+ hours,76.93,"All land transportation by private jeep, ENGLISH speaking guide, Mineral water and cold tissues on tour, Fuel surcharge, Landing and facility fees","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
200,200,231. Angkor Wat: Private Sunrise Bike Tour from Siem Reap,Adventure Tours,31.0,6+ hours,26,"Expert tour guide, Bottled water, Support van or Tuk Tuk, Bicycle & Helmet, Drinks","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",5
2182,2182,2243. Private Bonteay Srie Pre Rup Sunset tour by Tuk Tuk,Full-day Tours,,6+ hours,64.62,"Professional English speaking tour guide, Tuk Tuk and licensed driver, Cool pure drinking water and towels., Gratuity is recommended, pick up and drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
3099,3099,"Siem Reap: Angkor Wat, Ta Prohm, Angkor Thom, Bayon Temple Day Tour",Day-Trips,, 8 hours (approx.),$39.00 ,"Hotel pickup and drop-off, Transport by shared air-conditioned mini bus/van, English-speaking tour guide, Bottled water, Group tour","Siem Reap, Cambodia",
2088,2088,"2149. Siem Reap: Angkor Wat, Ta Prohm, Angkor Thom, Bayon Temple Day Tour",Full-day Tours,,6+ hours,39,"Hotel pickup and drop-off, Transport by shared air-conditioned mini bus/van, English-speaking tour guide, Bottled water, Group tour","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
3065,3065,"Ox-cart Culture Tour, Countryside Experince in Siem Reap",Nature-and-Wildlife,3.0, 2 hours 30 minutes (approx.),$38.47 ,"Pick up and drop off, Snacks","Svay Dangkum, Cambodia",star-5
2278,2278,2339. 1-D Kulen mountain and remote Beng Mealea temple,Full-day Tours,,6+ hours,87.18,"Air-conditioned vehicle, English-Speaking tour guide, Bottled water, Cold towels for your hands and faces.","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
3561,3561,Buddhist Monastery with Monks Water Blessing,Bus-and-Minivan-Tours,2.0, 1 to 4 hours (approx.),$49.00 ,"Local English Speaking Guide, Pick up from your hotel, Transportation with remork from1 - 5 pax and with mini-van for more than 5pax, Water is provided throughout the tour, Sarong/ Kroma provided, Donation to the monk","Siem Reap, Cambodia",star-5
1796,1796,1857. Private Angkor Wat Sunrise Tour by Tuk Tuk,Full-day Tours,,7–8 hours,25,"Tour with happy Tuk Tuk, Bottled water, Hotel Pick up and Drop Off, If you book Tuk Tuk Only, there's not professional tour guide including","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
378,378,439. Half-Day Tonle Sap Lake & Kampong Phluk Shared Tour,Bus Tours,,3–4 hours,35,"Experienced English speaking tour guide, Air-conditioning transport (Car/Minivan), Hotel pick-up and drop off, Free bottle of water and towels during the tour, Entrance fee with a boat ride, Entry/Admission - Kampong Phluk Floating Village","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
2336,2336,2397. Thailand Outbound,4 hours,,4 hours,133.34,"Bottled water & Cold Towels, Hotel pick-up, Air-conditioned vehicle, Drop-off at the Thailand border","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
418,418,479. Siem Reap Taxi To Angkor Wat,Bus Tours,,6–7 hours,10,"Cold Water during touring, Hotel pickup and drop-off, English Speaking Driver, Private transportation, Air-conditioned vehicle, Entry/Admission - Srah Srang","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
1698,1698,"1759. Biking, home cooking and countryside life experience",Bike Tours,,6 hours,86,"Lunch, Bikes, Snacks","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
391,391,452. Kulen Waterfall & 1000 Lingas Siem Reap,Bus Tours,,4–6 hours,48,"- Pick up and Drop off, - Cool drinking water, - Ticket kulen pass","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
2640,2640,Full Day Small Group Tour in Cambodia's 4 Major Temples,Full-day-Tours,70.0, 7 to 8 hours (approx.),$13.00 ,"Air-conditioned vehicle, Mini bus / couch, English speking tour guide, Pick up/ Drop off, Cool water","Krong Siem Reap, Cambodia",star-5
1522,1522,1583. Travel like Local ( Private: 1night village homestay ),Full-day Tours,,20–24 hours,76.93,"English speaking guide, Japanese speaking guide, Transportation, Meal ( Breakfast-Lunch-Dinner )","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
1162,1162,1223. Preah Vihear and Koh Ker group Full-Day private Tour,Bus Tours,,6+ hours,116,"English Speaking Tour guide, Private air conditioned vehicle, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
3134,3134,"Mechrey Floating village, Killing Fields ( Wat Thmey) & War Museum",Bus-and-Minivan-Tours,, 6 to 7 hours (approx.),$73.08 ,"English-Speaking Tour Guide, Transport ( AC car or minivan or minibus, Cruise Ride & Entrance fee to Mechrey floating village, Bottles of Cold drinking Water","Siem Reap, Cambodia",
1495,1495,1556. Prek Toal Bird Sanctuary Day Trip from Siem Reap,Full-day Tours,,6+ hours,165,"Lunch, beverages and snacks, Local englis speaking guide, Hotel pickup/drop-off, Transport by air-conditioned minivan, All Entrance fees to access bird camp, Entry/Admission - Prek Toal Bird Sanctuary","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
2695,2695,Siem Reap 3 Full Days Tours with Sunrise and Sunset & Tonle Sap Floating Village,Multi-day-Tours,19.0, 3 days  (approx.),$95.00 ,"Hotel pick up and drop off, Please provide us your hotel name and hotel address, Tours with Tour Guide Language as in the tours package price option, All transfer with private air-con vehicle as mentioned in the tours itinerary, Private cruise tours to visit floating village at Tonle Sap lake, Drink water and cool fresh tower for the whole trips, Services charge and current government VAT tax","Siem Reap, Cambodia",star-5
2027,2027,2088. Siem Reap Full Day Banteay Srei and Beng Mealea Tour,Full-day Tours,1.0,6+ hours,142,"Services of a driver and 4-seater air-conditioned vehicle for 2-8Pax, Service of experienced English-speaking guide during the tour, Water bottle during the tour","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",5
1152,1152,1213. Siem Reap sightseeing and local street food by motor,Motorcycle Tours,1.0,4 hours,55.42,"Motor Driver with English speaking guide, Free pick up and drop off at your hotel, Private tour, Use Helmet, rain coat (if needed), All foods and unlimited drinks (water, soft drinks, beers), Lunch, Snacks, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",5
1367,1367,1428. Private car charter In Siem Reap to see Angkor Wat+Bayon+Ta phrom temple,4 hours,,4 hours,16,"Air-conditioned vehicle, Fuel surcharge, Parking Fees, Private transportation","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
2568,2568,Swedish Massage - Traditional Massage (60min),Day-Spas,21.0, 1 hour (approx.),$35.00 ,"Swedish Massage - Traditional Massage (60min), Coffee and/or Tea","Phnom Penh, Cambodia",star-5
64,64,95. Sombai Cocktail Class + 11 liquor Tasting,Cocktail Tastings,10.0,2 hours,19,"3 cocktails, Visit of the workshop, Snacks, Liqueur tasting","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",5
2062,2062,2123. One Day Shared Trip to Angkor Temples,Bus Tours,,4–7 hours,15,"English Speaking Tour Guide, Transportation, Pure Drinking Water, Travel Insurance","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
1180,1180,1241. 1-Day Angkor Temple Small Group Day Tour,Bus Tours,,6+ hours,20,"English Speaking Tour Guide, Air conditioned vehicle, Hotel pick up and drop off, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
3112,3112,Explore local livelihood & countryside (Half-Day Cycling Tour),Nature-and-Wildlife,11.0, 3 to 4 hours (approx.),$27.00 ,"Local Guide with good and understanding and speaking English, Good quality of Giant Bike with helmet., water and snacks fruit, Donation to local business where we stop to help their living., Landing and facility fees, Snacks, Bottled water","Battambang, Cambodia",star-5
492,492,553. Small Group Banteay Srei and Big Tour from Siem Reap,Bus Tours,33.0,6–7 hours,52,"Hotel pickup and drop-off, English-speaking guide, Transport by shared air-conditioned minivan/bus, Bottled water, Small Group tour","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",5
379,379,440. Excursion Koh Ker and Beng Mealea Day Tour,Bus Tours,,6+ hours,73,"Pick up and drop off from/at the hotel by van, English Speaking Guide, Drinking water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
